1156843	0	NM_ correspond	17	NM_001260489,NM_001260490,NM_015925,NM_205834,NM_205835		6	3	chr19	F	35228855	4	16858165	35228418	35228855	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1156843	0	NM_ correspond	17	NM_001260489,NM_001260490,NM_015925,NM_205834,NM_205835		6	3	chr19	F	35228855	4	16858165	35228418	35228855	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1156843	0	NM_ correspond	17	NM_001260489,NM_001260490,NM_015925,NM_205834,NM_205835		6	3	chr19	F	35228855	4	16858165	35228418	35228855	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1156829	0	NM_ correspond	17	NM_001260489,NM_001260490,NM_015925,NM_205834,NM_205835		11	8	chr19	F	35200769	2	16858165	35200769	35200769	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1156829	0	NM_ correspond	17	NM_001260489,NM_001260490,NM_015925,NM_205834,NM_205835		11	8	chr19	F	35200769	2	16858165	35200769	35200769	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1156829	0	NM_ correspond	17	NM_001260489,NM_001260490,NM_015925,NM_205834,NM_205835		11	8	chr19	F	35200769	2	16858165	35200769	35200769	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1156829	0	NM_ correspond	17	NM_001260489,NM_001260490,NM_015925,NM_205834,NM_205835		11	8	chr19	F	35200769	2	16858165	35200769	35200769	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1156829	0	NM_ correspond	17	NM_001260489,NM_001260490,NM_015925,NM_205834,NM_205835		11	8	chr19	F	35200769	2	16858165	35200769	35200769	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1156837	0	NM_ correspond	17	NM_001260489,NM_001260490,NM_015925,NM_205834,NM_205835		7	4	chr19	F	35226810	16	16858165	35226799	35226929	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1156837	0	NM_ correspond	17	NM_001260489,NM_001260490,NM_015925,NM_205834,NM_205835		7	4	chr19	F	35226810	16	16858165	35226799	35226929	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1156837	0	NM_ correspond	17	NM_001260489,NM_001260490,NM_015925,NM_205834,NM_205835		7	4	chr19	F	35226810	16	16858165	35226799	35226929	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1156837	0	NM_ correspond	17	NM_001260489,NM_001260490,NM_015925,NM_205834,NM_205835		7	4	chr19	F	35226810	16	16858165	35226799	35226929	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1156837	0	NM_ correspond	17	NM_001260489,NM_001260490,NM_015925,NM_205834,NM_205835		7	4	chr19	F	35226810	16	16858165	35226799	35226929	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1156833	0	NM_ correspond	17	NM_001260489,NM_001260490,NM_015925,NM_205834,NM_205835		9	6	chr19	F	35220448	7	16858165	35220448	35220448	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1156833	0	NM_ correspond	17	NM_001260489,NM_001260490,NM_015925,NM_205834,NM_205835		9	6	chr19	F	35220448	7	16858165	35220448	35220448	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1156833	0	NM_ correspond	17	NM_001260489,NM_001260490,NM_015925,NM_205834,NM_205835		9	6	chr19	F	35220448	7	16858165	35220448	35220448	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1156833	0	NM_ correspond	17	NM_001260489,NM_001260490,NM_015925,NM_205834,NM_205835		9	6	chr19	F	35220448	7	16858165	35220448	35220448	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1156833	0	NM_ correspond	17	NM_001260489,NM_001260490,NM_015925,NM_205834,NM_205835		9	6	chr19	F	35220448	7	16858165	35220448	35220448	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1156834	0	NM_ correspond	17	NM_001260489,NM_001260490,NM_015925,NM_205834,NM_205835		8	5	chr19	F	35224994	8	16858165	35224994	35225037	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1156834	0	NM_ correspond	17	NM_001260489,NM_001260490,NM_015925,NM_205834,NM_205835		8	5	chr19	F	35224994	8	16858165	35224994	35225037	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1156834	0	NM_ correspond	17	NM_001260489,NM_001260490,NM_015925,NM_205834,NM_205835		8	5	chr19	F	35224994	8	16858165	35224994	35225037	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1156834	0	NM_ correspond	17	NM_001260489,NM_001260490,NM_015925,NM_205834,NM_205835		8	5	chr19	F	35224994	8	16858165	35224994	35225037	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1156834	0	NM_ correspond	17	NM_001260489,NM_001260490,NM_015925,NM_205834,NM_205835		8	5	chr19	F	35224994	8	16858165	35224994	35225037	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1156832	0	NM_ correspond	17	NM_001260489,NM_001260490,NM_015925,NM_205834,NM_205835		10	7	chr19	F	35205165	11	16858165	35205118	35205165	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1156832	0	NM_ correspond	17	NM_001260489,NM_001260490,NM_015925,NM_205834,NM_205835		10	7	chr19	F	35205165	11	16858165	35205118	35205165	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1156832	0	NM_ correspond	17	NM_001260489,NM_001260490,NM_015925,NM_205834,NM_205835		10	7	chr19	F	35205165	11	16858165	35205118	35205165	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1156832	0	NM_ correspond	17	NM_001260489,NM_001260490,NM_015925,NM_205834,NM_205835		10	7	chr19	F	35205165	11	16858165	35205118	35205165	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1156832	0	NM_ correspond	17	NM_001260489,NM_001260490,NM_015925,NM_205834,NM_205835		10	7	chr19	F	35205165	11	16858165	35205118	35205165	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1156844	0	NM_ correspond	17	NM_001260489,NM_001260490,NM_015925,NM_205834,NM_205835		5	2	chr19	F	35231834	2	16858165	35231834	35231834	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1156844	0	NM_ correspond	17	NM_001260489,NM_001260490,NM_015925,NM_205834,NM_205835		5	2	chr19	F	35231834	2	16858165	35231834	35231834	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1156844	0	NM_ correspond	17	NM_001260489,NM_001260490,NM_015925,NM_205834,NM_205835		5	2	chr19	F	35231834	2	16858165	35231834	35231834	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1156844	0	NM_ correspond	17	NM_001260489,NM_001260490,NM_015925,NM_205834,NM_205835		5	2	chr19	F	35231834	2	16858165	35231834	35231834	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1156844	0	NM_ correspond	17	NM_001260489,NM_001260490,NM_015925,NM_205834,NM_205835		5	2	chr19	F	35231834	2	16858165	35231834	35231834	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
355035	0	NM_ correspond	18	NM_152542		1	1	chr4	R	88331369	22	16858165	88331329	88331372	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
699306	0	NM_ correspond	19	NM_001135726,NM_024567		33	27	chr8	F	28876639	1	16858165	28876639	28876639	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
699306	0	NM_ correspond	19	NM_001135726,NM_024567		33	27	chr8	F	28876639	1	16858165	28876639	28876639	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
699305	0	NM_ correspond	19	NM_001135726,NM_024567		34	28	chr8	F	28852952	1	16858165	28852952	28852952	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
699305	0	NM_ correspond	19	NM_001135726,NM_024567		34	28	chr8	F	28852952	1	16858165	28852952	28852952	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
593753	0	NM_ correspond	26	NM_000392		6	5	chr10	F	99773637	3	16858165	99773637	99773637	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
593752	0	NM_ correspond	26	NM_000392		7	6	chr10	F	99759803	1	16858165	99759803	99759803	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
593754	0	NM_ correspond	26	NM_000392		5	4	chr10	F	99775746	7	16858165	99775746	99775746	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
117490	0	NM_ correspond	27	NM_001129889,NM_001922		1	1	chr13	R	94491372	9	16858165	94491334	94491372	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
117490	0	NM_ correspond	27	NM_001129889,NM_001922		1	1	chr13	R	94491372	9	16858165	94491334	94491372	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
117486	0	NM_ correspond	27	NM_001129889,NM_001922		3	3	chr13	R	94488114	15	16858165	94488114	94488114	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
117486	0	NM_ correspond	27	NM_001129889,NM_001922		3	3	chr13	R	94488114	15	16858165	94488114	94488114	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
117487	0	NM_ correspond	27	NM_001129889,NM_001922		2	2	chr13	R	94489982	6	16858165	94489982	94489982	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
117487	0	NM_ correspond	27	NM_001129889,NM_001922		2	2	chr13	R	94489982	6	16858165	94489982	94489982	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
845355	0	NM_ correspond	29	NM_001113434		1	1	chr17	R	21574467	20	16858165	21574432	21574477	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1044644	0	NM_ correspond	31	NM_004431		1	1	chr1	R	16194129	1	16858165	16194129	16194129	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1044643	0	NM_ correspond	31	NM_004431		2	2	chr1	R	16167816	2	16858165	16167816	16167816	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
304475	0	NM_ correspond	34	NM_000507,NM_001127628		1	1	chr9	R	94657113	4	16858165	94657113	94657113	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
304475	0	NM_ correspond	34	NM_000507,NM_001127628		1	1	chr9	R	94657113	4	16858165	94657113	94657113	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1079257	0	NM_ correspond	37	NM_001184714,NM_001184715,NM_001184716,NM_052931		1	1	chr1	R	160540642	1	16858165	160540642	160540642	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1079257	0	NM_ correspond	37	NM_001184714,NM_001184715,NM_001184716,NM_052931		1	1	chr1	R	160540642	1	16858165	160540642	160540642	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1079257	0	NM_ correspond	37	NM_001184714,NM_001184715,NM_001184716,NM_052931		1	1	chr1	R	160540642	1	16858165	160540642	160540642	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1079257	0	NM_ correspond	37	NM_001184714,NM_001184715,NM_001184716,NM_052931		1	1	chr1	R	160540642	1	16858165	160540642	160540642	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1079256	0	NM_ correspond	37	NM_001184714,NM_001184715,NM_001184716,NM_052931		2	2	chr1	R	160538567	1	16858165	160538567	160538567	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1079256	0	NM_ correspond	37	NM_001184714,NM_001184715,NM_001184716,NM_052931		2	2	chr1	R	160538567	1	16858165	160538567	160538567	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1079256	0	NM_ correspond	37	NM_001184714,NM_001184715,NM_001184716,NM_052931		2	2	chr1	R	160538567	1	16858165	160538567	160538567	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1079256	0	NM_ correspond	37	NM_001184714,NM_001184715,NM_001184716,NM_052931		2	2	chr1	R	160538567	1	16858165	160538567	160538567	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
292234	0	NM_ correspond	38	NM_207309		4	1	chr9	F	137067525	1	16858165	137067525	137067525	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
292233	0	NM_ correspond	38	NM_207309		5	2	chr9	F	137051056	3	16858165	137051031	137051056	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1033351	0	NM_ correspond	39	NM_001136474,NM_001136475,NM_024749		11	8	chr1	F	212905943	1	16858165	212905943	212905943	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1033351	0	NM_ correspond	39	NM_001136474,NM_001136475,NM_024749		11	8	chr1	F	212905943	1	16858165	212905943	212905943	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1033351	0	NM_ correspond	39	NM_001136474,NM_001136475,NM_024749		11	8	chr1	F	212905943	1	16858165	212905943	212905943	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1033350	0	NM_ correspond	39	NM_001136474,NM_001136475,NM_024749		12	9	chr1	F	212901510	7	16858165	212901510	212901510	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1033350	0	NM_ correspond	39	NM_001136474,NM_001136475,NM_024749		12	9	chr1	F	212901510	7	16858165	212901510	212901510	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1033350	0	NM_ correspond	39	NM_001136474,NM_001136475,NM_024749		12	9	chr1	F	212901510	7	16858165	212901510	212901510	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1033353	0	NM_ correspond	39	NM_001136474,NM_001136475,NM_024749		10	7	chr1	F	212935520	58	16858165	212935515	212935580	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1033353	0	NM_ correspond	39	NM_001136474,NM_001136475,NM_024749		10	7	chr1	F	212935520	58	16858165	212935515	212935580	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1033353	0	NM_ correspond	39	NM_001136474,NM_001136475,NM_024749		10	7	chr1	F	212935520	58	16858165	212935515	212935580	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
71615	0	NM_ correspond	41	NM_014342		2	2	chr11	R	47651557	2	16858165	47651557	47651557	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
71616	0	NM_ correspond	41	NM_014342		1	1	chr11	R	47656952	1	16858165	47656952	47656952	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
207429	0	NM_ correspond	42	NM_001135217,NM_006992,NM_201650		7	4	chr12	F	6893936	3	16858165	6893936	6893937	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
207429	0	NM_ correspond	42	NM_001135217,NM_006992,NM_201650		7	4	chr12	F	6893936	3	16858165	6893936	6893937	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
207429	0	NM_ correspond	42	NM_001135217,NM_006992,NM_201650		7	4	chr12	F	6893936	3	16858165	6893936	6893937	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
207424	0	NM_ correspond	42	NM_001135217,NM_006992,NM_201650		8	5	chr12	F	6885266	171	16858165	6884940	6885270	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
207424	0	NM_ correspond	42	NM_001135217,NM_006992,NM_201650		8	5	chr12	F	6885266	171	16858165	6884940	6885270	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
207424	0	NM_ correspond	42	NM_001135217,NM_006992,NM_201650		8	5	chr12	F	6885266	171	16858165	6884940	6885270	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
207411	0	NM_ correspond	42	NM_001135217,NM_006992,NM_201650		10	6	chr12	F	6873674	102	16858165	6873521	6873711	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
207411	0	NM_ correspond	42	NM_001135217,NM_006992,NM_201650		10	6	chr12	F	6873674	102	16858165	6873521	6873711	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
207411	0	NM_ correspond	42	NM_001135217,NM_006992,NM_201650		10	6	chr12	F	6873674	102	16858165	6873521	6873711	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
823479	0	NM_ correspond	43	NM_021079		13	4	chr17	F	45051657	12	16858165	45051657	45051664	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
784861	0	NM_ correspond	45	NM_152625		3	3	chr5	R	72521067	1	16858165	72521067	72521067	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
784862	0	NM_ correspond	45	NM_152625		2	2	chr5	R	72524600	4	16858165	72524600	72524600	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
784863	0	NM_ correspond	45	NM_152625		1	1	chr5	R	72549871	1	16858165	72549871	72549871	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1013423	0	NM_ correspond	46	NM_001013643		1	1	chr1	F	116682810	5	16858165	116682810	116682810	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1013421	0	NM_ correspond	46	NM_001013643		3	3	chr1	F	116661936	3	16858165	116661936	116661936	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1013422	0	NM_ correspond	46	NM_001013643		2	2	chr1	F	116666272	1	16858165	116666272	116666272	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
759486	0	NM_ correspond	47	NM_001277348		13	10	chr5	F	135016543	5	16858165	135016543	135016543	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
220052	0	NM_ correspond	48	NM_001199629,NM_002475		5	3	chr12	F	56146612	1	16858165	56146612	56146612	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
220052	0	NM_ correspond	48	NM_001199629,NM_002475		5	3	chr12	F	56146612	1	16858165	56146612	56146612	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1090607	0	NM_ correspond	51	NM_144567		2	2	chr1	R	213051143	8	16858165	213051142	213051182	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
1090609	0	NM_ correspond	51	NM_144567		1	1	chr1	R	213056869	1	16858165	213056869	213056869	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
249755	0	NM_ correspond	54	NM_001143682,NM_020898		3	3	chr12	R	53739380	1	16858165	53739380	53739380	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
249755	0	NM_ correspond	54	NM_001143682,NM_020898		3	3	chr12	R	53739380	1	16858165	53739380	53739380	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
249757	0	NM_ correspond	54	NM_001143682,NM_020898		2	2	chr12	R	53757285	3	16858165	53757255	53757307	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
249757	0	NM_ correspond	54	NM_001143682,NM_020898		2	2	chr12	R	53757285	3	16858165	53757255	53757307	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
249760	0	NM_ correspond	54	NM_001143682,NM_020898		1	1	chr12	R	53766070	5	16858165	53766032	53766070	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
249760	0	NM_ correspond	54	NM_001143682,NM_020898		1	1	chr12	R	53766070	5	16858165	53766032	53766070	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
631831	0	NM_ correspond	56	NM_030905		1	1	chr6	F	29165735	12	16858165	29165639	29165735	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
631827	0	NM_ correspond	56	NM_030905		4	4	chr6	F	29129000	9	16858165	29128947	29129000	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
631828	0	NM_ correspond	56	NM_030905		3	3	chr6	F	29139513	3	16858165	29139513	29139513	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
631829	0	NM_ correspond	56	NM_030905		2	2	chr6	F	29148484	10	16858165	29148484	29148484	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
631825	0	NM_ correspond	56	NM_030905		5	5	chr6	F	29127467	3	16858165	29127467	29127467	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
348358	0	NM_ correspond	58	NM_000087,NM_001142564		1	1	chr4	R	48051800	1	16858165	48051800	48051800	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
348358	0	NM_ correspond	58	NM_000087,NM_001142564		1	1	chr4	R	48051800	1	16858165	48051800	48051800	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
686764	0	NM_ correspond	61	NM_015529		2	2	chr6	R	132447562	11	16858165	132447562	132447562	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
686765	0	NM_ correspond	61	NM_015529		1	1	chr6	R	132449732	6	16858165	132449732	132449732	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
240247	0	NM_ correspond	62	NM_020661		1	1	chr12	R	8627750	4	16858165	8627750	8627750	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
240246	0	NM_ correspond	62	NM_020661		2	2	chr12	R	8626842	1	16858165	8626842	8626842	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
612049	0	NM_ correspond	63	NM_021129		2	2	chr10	R	70248952	3	16858165	70248952	70248952	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
612050	0	NM_ correspond	63	NM_021129		1	1	chr10	R	70250404	1	16858165	70250404	70250404	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
434869	0	NM_ correspond	64	NM_001287223,NM_014139		3	3	chr3	R	38960404	3	16858165	38960404	38960404	"InternalSwitch" Error -> Representant TSS position was rejected as being further then 5 kb from the assigned gene
